Title,Source,Description,Keywords
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431322_001_l.jpg,"Colour woodblock print. Bust portrait of Onoe Baiko as Tsuchiya Jiemon reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431319_001_l.jpg,"Colour woodblock print. Bust portrait of Seki Sanjuro III as Chojiya Chobei reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431314_001_l.jpg,"Colour woodblock print. Bust portrait of Bando Hikosaburo V as Yaegiri reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431311_001_l.jpg,"Colour woodblock print. Bust portrait of Nakamura Tsuruzo I as Kajiwara Heizo Kagetoki reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431307_001_l.jpg,"Colour woodblock print. Bust portrait of Nakamura Kajaku I as Sawai Matagoro reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431305_001_l.jpg,"Colour woodblock print. Bust portrait of Kawarazaki Gonjuro I as Momonoi Wakasanosuke reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431296_001_l.jpg,"Colour woodblock print. Bust portrait of Ichikawa Dannosuke V as Masaemon Nyobo Otani reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431292_001_l.jpg,"Colour woodblock print. Bust portrait of Nakamura Shikan IV as Sugizakaya Musume Omiwa reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431287_001_l.jpg,"Colour woodblock print. Bust portrait of Nakamura Shikan IV as Tomoyakko Fukuhei reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431281_001_l.jpg,"Colour woodblock print. Bust portrait of Nakamura Shikan IV as Kiyari no Gonza reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431267_001_l.jpg,"Colour woodblock print. Bust portrait of Kataoka Nizaemon VIII as Ume no Yoshibei reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431263_001_l.jpg,"Colour woodblock print. Bust portrait of Onoe Kikugoro IV as Tsuchiya Umekawa reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431259_001_l.jpg,"Colour woodblock print. Bust portrait of Bando Kamezo I as Kojigoku Taro reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431255_001_l.jpg,"Colour woodblock print. Bust portrait of Onoe Kikujiro II as Onna Ryoshi Okiku reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431423_001_l.jpg,"Colour woodblock print. Bust portrait of Ichikawa Kodanji IV as Osho Kichisa reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431414_001_l.jpg,"Colour woodblock print. Bust portrait of Sawamura Tanosuke III as Yosooi-hime reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431408_001_l.jpg,"Colour woodblock print. Bust portrait of ?Nakamura Fukusuke as Chaya-meguri Sankichi reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431398_001_l.jpg,"Colour woodblock print. Bust portrait of Ichimura Uzaemon XIII as Tekomae no Takeyoshi [/Takekichi?] reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431393_001_l.jpg,"Colour woodblock print. Bust portrait of Nakamura Shikan IV as Heitaro Yoshikado reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431384_001_l.jpg,"Colour woodblock print. Bust portrait of ?Ichikawa Saruzo as Tezuka Taro reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431381_001_l.jpg,"Colour woodblock print. Bust portrait of ?Ichikawa Hikogoro as Adachi Shohaku reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431373_001_l.jpg,"Colour woodblock print. Bust portrait of ?Iwai Hanshiro as Geisha Chokichi reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431361_001_l.jpg,"Colour woodblock print. Bust portrait of Onoe Kikugoro IV as Ochi-no-hito Shigenoi reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431357_001_l.jpg,"Colour woodblock print. Bust portrait of Sawamura Tanosuke III as Miuraya Komurasaki reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431354_001_l.jpg,"Colour woodblock print. Bust portrait of Nakamura **? as Kimiya Anroku reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431346_001_l.jpg,"Colour woodblock print. Bust portrait of Iwai Kumesaburo III as Oju Kichisa reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431463_001_l.jpg,"Colour woodblock print. Bust portrait of Ichikawa Ichizo III as Dekiboshi no Sankichi reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431445_001_l.jpg,"Colour woodblock print. Bust portrait of Asao Yoroku II as Shimakawa Tahei reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431432_001_l.jpg,"Colour woodblock print. Bust portrait of Seki Hanasuke as Tanizawa Kazumanosuke reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431428_001_l.jpg,"Colour woodblock print. Bust portrait of Ichikawa Dando VI as Aragoro Mohei reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Imayo oshi-e kagami,https://research.britishmuseum.org/collectionimages/AN00431/AN00431425_001_l.jpg,"Colour woodblock print. Bust portrait of Bando Shuka as Nakai Omiya reflecting in a mirror. Poem by the actor inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00521/AN00521737_001_l.jpg,Colour woodblock print (metallic pigment). Bust portrait of the actor Nakamura Utaemon III as Kato Masakiyo.,kabuki;actor/actress
diptych print,https://research.britishmuseum.org/collectionimages/AN00607/AN00607858_001_l.jpg,"Colour woodblock print diptych. The actors Bando Mitsugoro III (with servant, right sheet), Asao Okuzan II and Nakamura Karoku I (left sheet) arriving in Osaka from Edo. Poems by Akatsuki no Kanenari (at the request of Yoshikuni).",kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00521/AN00521732_001_l.jpg,Colour woodblock print. Bust portrait of the actor Arashi Kitsusaburo as Sasaki Takatsuna.,kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00521/AN00521744_001_l.jpg,Print. Colour woodblock print. The actor Yoshizawa Iroha I as Ariwara no Narihira.  Signed.,kabuki
print,https://research.britishmuseum.org/collectionimages/AN00607/AN00607860_001_l.jpg,Colour woodblock print.  Diptych.  Arashi Kichisaburo II as Ono no Tofu (right) and Asao Kuzaemon I as Tokko no Daroku (left).,kabuki;actor/actress
Before the Mirror,https://research.britishmuseum.org/collectionimages/AN00342/AN00342533_001_l.jpg,Woodblock print. Head of girl.,bijin
triptych print,https://research.britishmuseum.org/collectionimages/AN00694/AN00694617_001_l.jpg,"Woodblock print, triptych. The Seven Gods of Good Fortune in the takarabune (treasure-ship) amid other symbols of good fortune. Poem and inscription. Nishiki-e on paper.",seven gods of good fortune;boat/ship
Surugadai ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・｣ｰ・・ｻ・・ｻ・・ｻ / Toto meisho ・・ｻ・・ｻ・ｽｱ・・ｻ・・ｻ・ｽｽ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻﾂ (Famous Places in Edo),https://research.britishmuseum.org/collectionimages/AN00508/AN00508708_001_l.jpg,"Woodblock print, oban yoko-e. Three figures on a mountain road looking at a rainbow.",rainbow;landscape
No. 1 Nihonbashi ・・ｻ・・ｻ・ｽ･・・ｻ・・ｻ・ｽｬ・・ｻ・ｽｩ・・ｻ / Kisokaido rokujoku tsugi no uchi ・・ｻ・・ｻ・ｽｨ・・ｻ・・ｻ・ｽｾ・・ｻ・ｽ｡・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｹ・・ｻ・・ｻ・ｽｬ・ｽ｡・・ｻ・ｽｹ・・ｻ・・ｻ・・ｻ・・ｻ (Sixty-Nine Post Stations of the Kisokaido),https://research.britishmuseum.org/collectionimages/AN00587/AN00587568_001_l.jpg,"Woodblock print, oban tate-e. Nihonbashi Station. Ashikaga Yorikane (left) watches his bodyguard, the wrestler Narukami Katsunosuke (right) protect him from his attacker, Ukiyo Tohei on the Nihonbashi bridge (Inset: a daimyo procession leaving the city at dawn).",wrestling/wrestler;warrior;samurai;bridge
To・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｨ / Nanatsu iroha toto Fuji zukushi ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｯ・・ｻ・・ｻ・ｽｱ・・ｻ・・ｻ・ｽｽ・・ｻ・ｽｯ・・ｻ・・ｻ・ｽ｣・ｽｫ・・ｻ・・ｻ・ｽ｡ (Complete Alphabetic Primer of Fuji in the Eastern Capital),https://research.britishmuseum.org/collectionimages/AN00587/AN00587513_001_l.jpg,"Woodblock print, oban tate-e. The actor Nakamura Kanemon IV in the role of Gotobei (Inset: view of Mount Fuji from a street in Edo, where a festival procession is taking place).",landscape;kabuki;festival;actor/actress
Azumaya ・・ｻ・・ｻ・ｽｱ・・ｻ・ｽｱ・・ｻ (No. 50 Eastern Cottage) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589127_001_l.jpg,"Woodblock print, oban tate-e. The low ranking retainer (ashigaru) Kichiemon arranging sandals. Poem inscribed above.",warrior;poetry
Maboroshi ・・ｻ・ｽｹ・ｽｻ (No. 41 The Wizard) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589112_001_l.jpg,"Woodblock print, oban tate-e. The evil magician Nikki Danjo Naonori in court robes standing in front of a cloud of smoke. Poem inscribed above.",warrior;poetry;magic
Nowaki ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ (No. 28 Typhoon) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589081_001_l.jpg,"Woodblock print, oban tate-e. The poet Ariwara no Narihara eloping with Takako-hime at night on Musashi Moor. Poem inscribed above.",poetry;poet;bijin
Otome ・・ｻ・ｽｹ・・ｻ・・ｻ・ｽ･・ｽｳ (No. 21 The Maiden) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589067_001_l.jpg,"Woodblock print, oban tate-e. Yaoya Oshichi reclining under the eaves of a temple in the pose of a tennin  (Buddhist angel). Poem inscribed above.",temple;poetry;bijin
Yomogiu ・・ｻ・・ｻ・ｽｬ・・ｻ・・ｻ・・ｻ (No. 15 Wormwood Patch) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589002_001_l.jpg,"Woodblock print, oban tate-e. Hisamatsu standing and holding a napkin with the elderly Yamazaki no Kyusaku seated before him. Poem inscribed above.",warrior;poetry
Miotsukushi ・・ｻ・ｽｾ・ｽｪ・・ｻ・ｽｨ・・ｻ (No. 14 Channel Buoys) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589001_001_l.jpg,"Woodblock print, oban tate-e. Shinobe Yodohei with a large box on his back by a garden gate in the snow. Poem inscribed above.",warrior;poetry
Akashi ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｳ (No. 13 Akashi) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589000_001_l.jpg,"Woodblock print, oban tate-e. The maid Ohatsu putting on her sandals. Poem inscribed above.",poetry;bijin
Suma ・・ｻ・｣ｰ・・ｻ・・ｻ・ｽ｣・ｽｨ (No. 12 Suma) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00588/AN00588999_001_l.jpg,"Woodblock print, oban tate-e. Tamaori-hime at the seashore carrying a naginata. Poem inscribed above.",poetry;bijin
Sakaki ・・ｻ・ｽｦ・・ｻ (No. 10 Sacred Tree) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00588/AN00588997_001_l.jpg,"Woodblock print, oban tate-e. Omiwa being assisted in her toilette by two court ladies. Poem inscribed above.",poetry;bijin
Aoi ・・ｻ・・ｻ・ｽｵ (No. 9 Heart vine) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00588/AN00588996_001_l.jpg,"Woodblock print, oban tate-e. Kaneo-maru fishing from a boat with a net. Poem inscribed above.",fisherman/fishing;poetry
Wakamurasaki ・・ｻ・・ｻ・ｽ･・・ｻ・ｽｴ・ｽｫ (No. 5 Lavender) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00588/AN00588990_001_l.jpg,"Woodblock print, oban tate-e. Komurasaki, barefoot, tying her obi whilst papers fly around her. Poem inscribed above.",poetry;bijin
"Choo; Shiokumi goban-tsuzuki, sono yon ・・ｻ・ｽｼ・ｽｵ・・ｻ・ｽｩ・ｽｫ; ・・ｻ・ｽｱ・・ｻ・・ｻ・ｽｱ・ｽｲ・・ｻ・ｽｺ・・ｻ・・ｻ・・ｻ・ｽｪ・・ｻ・・ｻ・ｽｶ・・ｻ・・ｻ・・ｻ (Zhang Heng; Five-sheet print of Collecting Brine, no. 4) / Fuzoku onna Suikoden, ippyaku-hachinin no uchi ・・ｻ・ｽ｢・ｽｨ・・ｻ・ｽｿ・・ｻ・・ｻ・ｽ･・ｽｳ・・ｻ・ｽｰ・ｽｴ・・ｻ・ｽｻ・ｽｸ・・ｻ・・ｻ・ｽｳ・・ｻ・ｽ｣・ｽｹ・・ｻ・・ｻ・ｽｾ・・ｻ・・ｻ・ｽｫ・・ｻ・ｽｺ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ (Elegant Women's Water Margin: From One Hundred and Eight Figures)",https://research.britishmuseum.org/collectionimages/AN00592/AN00592535_001_l.jpg,"Woodblock print, shikishi-ban surimono. A woman identified as Zhang Heng at the seashore with yoked buckets to collect salt. Nishiki-e with embossing and metallic pigments on paper.",seascape;bijin
print,https://research.britishmuseum.org/collectionimages/AN00592/AN00592343_001_l.jpg,"Woodblock print, oban tate-e. Head and shoulders  of a geisha holding a sake cup, poem inscribed above.",poet;bijin
Soshi-arai ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・・ｻ・ｽｴ・・ｻ (Washing the Book) / Furyu yatsushi nana Komachi・・ｻﾂﾂ・・ｻ・ｽ｢・ｽｨ・・ｻ・ｽｵ・・ｻ・・ｻ・・ｻ・ｽ･・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｺ (Stylishly Casual Seven Komachis),https://research.britishmuseum.org/collectionimages/AN00513/AN00513696_001_l.jpg,"Woodblock print. Popular culture. Classical series. Two girls on floor dipping letter in bowl of water, with another. Poem. Nishiki-e on paper.",literature;child;yatsushi
Omu ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽ｡ (The Parrot) / Furyu yatsushi nana Komachi ・・ｻ・ｽ｢・ｽｨ・・ｻ・ｽｵ・・ｻ・・ｻ・・ｻ・ｽ･・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｺ (Stylishly Casual Seven Komachis),https://research.britishmuseum.org/collectionimages/AN00513/AN00513546_001_l.jpg,Woodblock print. Popular culture. Classical series. A girl giving a letter to maid in front of a screen with a parrot painted on it. Poem. Nishiki-e on paper.,servant/domestic worker;literature;child;bird;yatsushi
Amagoi ・・ｻ・・ｻ・ｽｨ・・ｻ・ｽｹ・・ｻ (Praying for Rain) / Furyu yatsushi nana Komachi ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｵ・・ｻ・・ｻ・・ｻ・ｽ･・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｺ (Stylishly Casual Seven Komachis),https://research.britishmuseum.org/collectionimages/AN00513/AN00513545_001_l.jpg,Woodblock print. Popular culture. Classical series. Two girls in open room by garden looking at rain outside. Poem. Nishiki-e on paper.,literature;garden;child;yatsushi
Shimizu ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｰ・ｽｴ (Pure Waters) / Furyu yatsushi nana Komachi・・ｻﾂﾂ・・ｻ・ｽ｢・ｽｨ・・ｻ・ｽｵ・・ｻ・・ｻ・・ｻ・ｽ･・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｺ (Stylishly Casual Seven Komachis),https://research.britishmuseum.org/collectionimages/AN00513/AN00513543_001_l.jpg,Woodblock print. Popular culture. Classical series. Geisha and attendant looking at a fount of water. Poem. Nishiki-e on paper.,attendant;literature;geisha;yatsushi
Sekidera ・・ｻ・・ｻ・ｽ｢・・ｻ・ｽｯ・ｽｺ (Sekidera) / Furyu yatsushi nana Komachi ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｵ・・ｻ・・ｻ・・ｻ・ｽ･・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｺ (Stylishly Casual Seven Komachis),https://research.britishmuseum.org/collectionimages/AN00513/AN00513542_001_l.jpg,"Woodblock print. Popular culture. Classical series. Temple, courtesan standing in room by garden, with young man tending brazier. Poem. Nishiki-e on paper.",courtesan/prostitute;literature;garden;yatsushi
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00229/AN00229849_001_l.jpg,"Painting. Lady seated at writing table, attended by maid. According to reg. in a lacquer box, inscribed in Latin script. Painting signed.",courtesan/prostitute
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00232/AN00232231_001_l.jpg,Hanging scroll. Courtesan reading and with samisen. Ink and colour and mica on silk.,geisha
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230134_001_l.jpg,Hanging scroll. Girl fishing. Ink and colours on silk.,fuzoku
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00233/AN00233122_001_l.jpg,Hanging scroll. Courtesan and attendant. Ink and colours and gold on paper.,courtesan/prostitute
print / hashira-e,https://research.britishmuseum.org/collectionimages/AN00612/AN00612178_001_l.jpg,"Colour woodblock pillar print, hashira-e. Fan-seller: modish-looking young man carrying box of fan-papers, watched from bamboo grille by courtesan. Signed and sealed.",trade/occupation;courtesan/prostitute
Junitsuki nishiki-e ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ ・・ｻ・・ｻ・ｽｦ・・ｻ・ｽｵ・ｽｵ,https://research.britishmuseum.org/collectionimages/AN00242/AN00242048_001_l.jpg,"Folding album, print. 1 vol. Twelve prints illustrating twelve months: each with name of festival celebrated in that month. Woodblock-printed.",seasons;festival
print,https://research.britishmuseum.org/collectionimages/AN00432/AN00432660_001_l.jpg,"Woodblock print. The actor Sawamura Gennosuke II in the role of a courtier holding a scroll and court fan. Poem by Renshotei Wakazumi. Signature, inscription, seals.",kabuki;actor/actress
